,time,70,115,1174,1219,1152,93,1197,1175,138,71,116
0,0,68.20121871960251,49.845911929866006,89.57732660571179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,68.94766005243852,47.91259037461016,75.17720137515752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,57.64174636969548,55.45703558438468,72.86560624680058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,62.89398174311029,60.538041453825414,92.52721045839947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,51.55056701113037,74.63678688001085,98.6053533034601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,57.956165259652266,54.96972149895238,80.62630025179462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,70.71663300069892,63.385769721006184,80.56301523402853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,68.91478901821031,47.27328799675928,85.54266759910098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,60.21284500933732,53.238658091483096,80.35914287244252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,43.99645761540377,43.55039393166352,92.81065144282833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,60.051059981292966,53.20987171674806,91.47066333606114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,64.0769902886949,53.432543549865485,84.39715947313668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,51.579123551120006,47.95910982570508,76.71909297011669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,56.272002631620246,75.7953815776892,94.17420523101669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,64.83061524728598,53.53499192223142,83.72483686769547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,68.58771915149681,59.36979467209994,84.97153121432689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,66.08500959443116,51.54143445701087,83.77917201043718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,66.2994274197908,63.099770443047646,79.12137898390691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,62.90862994117411,44.08407561801688,78.00567023965218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,55.44512922089905,58.3523663724399,89.84296677519778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,55.207771450919196,57.455193749927915,86.27585598255837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,60.19423426858387,73.50514324687384,89.13713374385514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,64.8365071497491,62.01760159554172,92.84835173401277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,60.8303273307952,71.81873039952379,76.4685042113349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,48.99216820185425,52.45508423366683,94.64582429113007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,68.70672777479385,47.0873493209055,95.23638532635205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,49.04889635738669,66.27105682956156,87.73995368094211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,64.18170102517308,54.82752388337822,76.01079516432826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,71.59357857992282,61.371788262318944,99.08631585225397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,68.6230435583913,64.46174248503594,91.63631197408857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,54.19898807905074,71.50022431079927,84.68753125338023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,64.73454856393575,64.57628285649704,68.22397030509208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,68.47174036938684,64.75123378709984,72.08999841427283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,51.18873282778458,80.16957244363807,74.99938410684196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,57.23012135831854,70.54282626336682,75.78084893324782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,55.30161070497925,71.1791817626299,77.67424456217961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,57.85110295321492,55.15442009000735,77.14386481067886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,78.00681324083116,65.70092048971304,77.15734380656161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,64.90024496690182,80.99478298221403,83.82783290385493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,68.33530570060122,62.07565739904888,78.99932439027842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,68.47151103884309,79.91996144066349,68.89457682771206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,59.24442007462689,69.66738762432473,93.42124702457541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,61.36293705445456,68.14446019837315,82.4674050510589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,53.083574919891575,96.85662185692088,75.69233450039054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,66.5145950392234,72.2486357008961,77.24997212820536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45,57.365452310525484,76.36715055283915,68.93468739299152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46,62.34190065096407,68.9400116286097,69.94572090109895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,47,61.95951172666555,75.16044537118636,81.06707226275194,67.14162658553886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,48,67.71689641355246,68.86744960741292,85.04109405411302,53.56015745124742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49,78.25675755204975,69.01710378771938,96.35952976849815,44.47059202654924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,50,43.97106465744879,77.61681818756439,66.87476302944623,56.755760042701475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
