,time,73,883,861,96,906,884,74
0,0,91.91181270461475,94.48930837369619,0.0,0.0,0.0,0.0,0.0
1,1,92.19146659023156,94.79298880893363,0.0,0.0,0.0,0.0,0.0
2,2,92.46090584790012,95.08568030184517,0.0,0.0,0.0,0.0,0.0
3,3,92.71980916577459,95.36706784413205,0.0,0.0,0.0,0.0,0.0
4,4,92.96789765671245,95.63679925803233,0.0,0.0,0.0,0.0,0.0
5,5,93.20487724176265,95.89455783128356,0.0,0.0,0.0,0.0,0.0
6,6,93.43047838103666,96.14002182378495,0.0,0.0,0.0,0.0,0.0
7,7,93.64443717990629,96.37288597039665,0.0,0.0,0.0,0.0,0.0
8,8,93.84648591833479,96.59286240215033,0.0,0.0,0.0,0.0,0.0
9,9,94.03639358034913,96.79966023319257,0.0,0.0,0.0,0.0,0.0
10,10,94.21391655173639,96.99301804577145,0.0,0.0,0.0,0.0,0.0
11,11,94.37883923465625,97.17268347776177,0.0,0.0,0.0,0.0,0.0
12,12,94.53096474542865,97.33840304182509,0.0,0.0,0.0,0.0,0.0
13,13,94.67008497393184,97.48998733516439,0.0,0.0,0.0,0.0,0.0
14,14,94.79602158333054,97.62720408667477,0.0,0.0,0.0,0.0,0.0
15,15,94.90863695558976,97.74987561883725,0.0,0.0,0.0,0.0,0.0
16,16,95.00776310591606,97.85783636101401,0.0,0.0,0.0,0.0,0.0
17,17,95.09327353407235,97.95093326090901,0.0,0.0,0.0,0.0,0.0
18,18,95.16506326151651,98.02904801206559,0.0,0.0,0.0,0.0,0.0
19,19,95.2230491718841,98.09205381909706,0.0,0.0,0.0,0.0,0.0
20,20,95.26712902979956,98.13988122620874,0.0,0.0,0.0,0.0,0.0
21,21,95.29726411301041,98.17246380643425,0.0,0.0,0.0,0.0,0.0
22,22,95.31340727126488,98.18973827971578,0.0,0.0,0.0,0.0,0.0
23,23,95.3155442755867,98.19168847526385,0.0,0.0,0.0,0.0,0.0
24,24,95.30366292047462,98.17831256694674,0.0,0.0,0.0,0.0,0.0
25,25,95.2777840033148,98.14963402455213,0.0,0.0,0.0,0.0,0.0
26,26,95.23794063104876,98.10569059828642,0.0,0.0,0.0,0.0,0.0
27,27,95.18417813978532,98.04653422214002,0.0,0.0,0.0,0.0,0.0
28,28,95.1165848303747,97.97226360684444,0.0,0.0,0.0,0.0,0.0
29,29,95.03522999173626,97.88296934216416,0.0,0.0,0.0,0.0,0.0
30,30,94.94023566108451,97.7787772941679,0.0,0.0,0.0,0.0,0.0
31,31,94.83171465654324,97.65983724766168,0.0,0.0,0.0,0.0,0.0
32,32,94.70982148382522,97.52631160144188,0.0,0.0,0.0,0.0,0.0
33,33,94.57469063060361,97.37837496295748,0.0,0.0,0.0,0.0,0.0
34,34,94.42650758089268,97.21623519965674,0.0,0.0,0.0,0.0,0.0
35,35,94.26546740996416,97.04010049825682,0.0,0.0,0.0,0.0,0.0
36,36,94.09175421565809,96.85021102340298,0.0,0.0,0.0,0.0,0.0
37,37,93.905601180991,96.6468061140966,0.0,0.0,0.0,0.0,0.0
38,38,93.70721945975232,96.43016620506204,0.0,0.0,0.0,0.0,0.0
39,39,93.49685792121848,96.20055892524735,0.0,0.0,0.0,0.0,0.0
40,40,93.27478220868325,95.95828082888762,0.0,0.0,0.0,0.0,0.0
41,41,93.04123460643346,95.70362501405647,0.0,0.0,0.0,0.0,0.0
42,42,92.79650275289262,95.43692215926036,0.0,0.0,0.0,0.0,0.0
43,43,92.54085968145122,95.15847725242008,0.0,0.0,0.0,0.0,0.0
44,44,92.2746025061782,94.86863120196938,0.0,0.0,0.0,0.0,0.0
45,45,91.99803207845926,94.567718599998,0.0,0.0,0.0,0.0,0.0
46,46,91.7114428679919,94.25610776900614,0.0,0.0,0.0,0.0,0.0
47,47,91.41515120948996,93.9341289055916,0.0,0.0,0.0,0.0,0.0
