,time,173,1210,1188,1255,151,1233,196,1211,129,174,1256
0,0,93.24306698062738,98.80180358201449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,93.58274410766356,98.72246400500433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,93.91273649868346,98.62778490400883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,94.23271175080845,98.5178879376937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,94.54228855079992,98.39294137983354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,94.84111741804543,98.25310446314728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,95.12887205588302,98.09859287601331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,95.4051885461301,97.92959040503678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,95.66974802980113,97.74634689689782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,95.92223671471571,97.54909019399965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,96.16232550225966,97.33810157297266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,96.38972292774145,97.11364989734645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,96.60414475691982,96.87602345940978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,96.80531461177219,96.62552907967257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,96.99296459326936,96.36248061115714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,97.16685735662423,96.08719825889997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,97.32675478203396,95.80003919092513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,97.47243994451604,95.50134407289356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,97.60372863989537,95.1914576051322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,97.72043759656138,94.87074830812035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,97.8224065334696,94.539576684005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,97.90948779652807,94.19832515377877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,97.98157946306094,93.847366642892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,98.03854942607899,93.48707424339742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,98.08035567503525,93.11783045613346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,98.10691557877617,92.74002620538059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,98.11819339876405,92.35402108883082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,98.11417859144163,91.9602209344308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,98.09488584542073,91.55899900627273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,98.06032225296265,91.15071563669811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,98.01055284077462,90.73576497622156,67.42516917204804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,97.9456457317124,90.3145172273402,67.72500845215802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,97.86568290895957,89.88731909538627,68.02378760932795,67.37285154292634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,97.77077087253191,89.4545488552969,68.32139002973534,67.5504413730487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,97.66106195750946,89.01656021601083,68.61770185437,67.72447160674616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,97.53668875798776,88.57370071691352,68.91260143660847,67.89485370896469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,97.39782884744389,88.1263114421901,69.20596457897176,68.06148891467835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,97.24466093659869,87.6747354987731,69.49767553967709,68.2242786329157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,97.07740742869416,87.2192914007428,69.78759431932154,68.38312985078257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,96.89628001967876,86.7603079872624,70.07560042446703,68.53795000810773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,96.70151144462389,86.29810641360663,70.36156007250119,68.68864172425975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,96.49336531357382,85.83298325505788,70.64533712677385,68.83511892674785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,96.27211400543742,85.36523613285391,70.9267931522438,68.97728554472029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,96.03803804765145,84.89516315596225,71.20578747694105,69.11506252046453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,95.79141506452804,84.42303808774145,71.48218306587083,69.24835552861165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
