,time,671,716,1164,1142,694,1209,1187,739,672,1165,717,1188
0,0,75.17870105386017,86.96865610102911,98.94267385155382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,74.80939755652105,87.20943772606941,98.8866042587314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,74.43881171971418,87.44147631419074,98.81502814880824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,74.06709755200667,87.66453412725524,98.72805726855592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,73.69441138431267,87.87838510285616,98.62581734745193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,73.32092376698577,88.0828154630984,98.50844777104487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,72.94677016155471,88.27760658944182,98.37611222299718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,72.57210038172926,88.4625529971113,98.22899813789074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,72.19705398280381,88.6374629057254,98.06729422305628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,71.82176645144894,88.80214085815766,97.89123371765655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,71.4463692294777,88.9564148947408,97.70104988660017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,71.0709897426794,89.10010112861478,97.4969972586725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,70.69574575496148,89.2330580899096,97.27934005695705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,70.32075694541335,89.35513314270227,97.04837298954094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,69.94613908837448,89.46618071619507,96.80437749395028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,69.57199859875671,89.56608083664491,96.54768517599163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,69.19843831706253,89.65471219563881,96.278602266639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,68.8255521745003,89.73197975361026,95.99746217618174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,68.45344683329688,89.79779679064715,95.70461379980051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,68.08220926769074,89.85207591479369,95.40039981440285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,67.7119285257505,89.89475673508372,95.0851768692341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,0.0,89.9257969111715,94.75932477520234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,0.0,89.94516309153383,94.42319445684345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,0.0,89.95281259445684,94.07716872194992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,0.0,89.9487578280973,93.72163056892865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,0.0,89.93299276662808,93.35694273835222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,0.0,89.90552972133781,92.98349701422595,67.4233559255208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,0.0,89.86641765499301,92.60168322500516,67.76950758752797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,0.0,89.81568698334928,92.21186934416404,68.11597859981724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,0.0,89.75341371499476,91.814430515778,68.46267072878513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,0.0,89.67964596106313,91.40975763845384,68.80948795263156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,0.0,89.59448619242066,90.99822780951341,69.15633126605675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,0.0,89.49803602662078,90.58020429335757,69.5030821852622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,0.0,89.39038701872799,90.15605500871698,69.84963516662432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,0.0,89.27167501052493,89.72615170653022,70.19588160762608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,0.0,89.14204328757882,89.29084198625856,70.54169286595828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,0.0,89.0016152781791,88.8504857344992,70.88695367505356,67.34967915148589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,0.0,88.85055750191003,88.40542728954988,71.23153990123747,67.77389703758756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,0.0,88.68903397384622,87.95601319779978,71.57531243843913,68.20111423570383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,0.0,88.51723274610532,87.50256541612242,71.91814603518938,68.63131072701147,67.45823281353954,0.0,0.0,0.0,0.0,0.0,0.0
40,40,0.0,88.33532087805308,87.04541644060411,72.25990046855618,69.06444285439261,67.64709861594037,0.0,0.0,0.0,0.0,0.0,0.0
41,41,0.0,88.1435064428396,86.58488265337799,72.60043197257023,69.50047481460749,67.83249659122434,0.0,0.0,0.0,0.0,0.0,0.0
42,42,0.0,87.94199346111306,86.12127304074349,72.93959929802267,69.93935701411083,68.01432938257673,0.0,0.0,0.0,0.0,0.0,0.0
43,43,0.0,87.73098171766095,85.6548890545316,73.27724570818087,70.38103653351641,68.19248382443287,0.0,0.0,0.0,0.0,0.0,0.0
44,44,0.0,87.51069271276583,85.18602449698378,73.61322307634009,70.82546841992968,68.36686779992002,0.0,0.0,0.0,0.0,0.0,0.0
45,45,0.0,87.2813515358592,84.7149735833683,73.94738005272785,71.27259320956848,68.53737884557975,0.0,0.0,0.0,0.0,0.0,0.0
46,46,0.0,87.04319508664902,84.24200622337821,74.27954956543509,71.7223477951939,68.70390933832124,0.0,0.0,0.0,0.0,0.0,0.0
47,47,0.0,86.7964457644518,83.76738482603324,74.60956728655347,72.17465939506972,68.86636263210994,0.0,0.0,0.0,0.0,0.0,0.0
48,48,0.0,86.54135413026971,83.29137214963674,74.93727196822319,72.62946304955435,69.0246371676807,0.0,0.0,0.0,0.0,0.0,0.0
49,49,0.0,86.27816393792365,82.81423083506954,75.26248647413382,73.0866779762764,69.17864276062404,0.0,0.0,0.0,0.0,0.0,0.0
50,50,0.0,86.0071204122165,82.33619214572607,75.58504326599537,73.5462251397044,69.32827909170186,0.0,0.0,0.0,0.0,0.0,0.0
51,51,0.0,85.72847823086036,81.85748778811859,75.90475884885602,74.00801506803187,69.47345202293666,0.0,0.0,0.0,0.0,0.0,0.0
52,52,0.0,85.44247599867448,81.37834196806861,76.22145971890738,74.47194734833322,69.61406280011177,0.0,0.0,0.0,0.0,0.0,0.0
53,53,0.0,85.14939412819454,80.89897887102534,76.53495638464173,74.93792925382601,69.7500301589619,0.0,0.0,0.0,0.0,0.0,0.0
54,54,0.0,84.8494712528063,80.41960023051182,76.84506977314025,75.40585702998094,69.88126299900681,0.0,0.0,0.0,0.0,0.0,0.0
55,55,0.0,84.54297030966168,79.94040805944658,77.15161159634312,75.8756088370942,70.0076714088113,0.0,0.0,0.0,0.0,0.0,0.0
56,56,0.0,84.2301531505188,79.46158993792335,77.45438420860015,76.34707031131386,70.12917235702476,0.0,0.0,0.0,0.0,0.0,0.0
57,57,0.0,83.91127222075377,78.98333370880334,77.75320796040877,76.8201218436969,70.24568988810898,0.0,0.0,0.0,0.0,0.0,0.0
58,58,0.0,83.58659438199301,78.50580612884124,78.04788060093321,77.2946180987105,70.35713280612389,0.0,0.0,0.0,0.0,0.0,0.0
59,59,0.0,83.25636849722822,78.0291814951668,78.33821151904647,77.77042788317291,70.4634340018258,0.0,0.0,0.0,0.0,0.0,0.0
60,60,0.0,82.92084922256991,77.55361356215292,78.62399432763618,78.24740745443488,70.56452259572238,0.0,0.0,0.0,0.0,0.0,0.0
61,61,0.0,82.58028868567465,77.07925674574882,78.90504190664709,78.72539294706361,70.66031826531488,0.0,0.0,0.0,0.0,0.0,0.0
62,62,0.0,82.2349516112724,76.60625248045388,79.1811517186449,79.20422079292605,70.75075962598254,0.0,0.0,0.0,0.0,0.0,0.0
63,63,0.0,81.88507634248023,76.13473633502606,79.45212702372693,79.68373525477381,70.83578172919802,0.0,0.0,0.0,0.0,0.0,0.0
64,64,0.0,81.53090581855501,75.66484463427912,79.71777010554634,80.16374538136125,70.91532750189073,0.0,0.0,0.0,0.0,0.0,0.0
65,65,0.0,81.17268705115771,75.19670132579475,79.97786794272567,80.64406751081457,70.98933070694322,0.0,0.0,0.0,0.0,0.0,0.0
66,66,0.0,80.8106631874003,74.73041216115172,80.23224316861199,81.12450361944349,71.05775032938901,0.0,0.0,0.0,0.0,0.0,0.0
67,67,0.0,80.44506598415123,74.26609067687129,80.48068184696946,81.6048635014922,71.12053063027903,0.0,0.0,0.0,0.0,0.0,0.0
68,68,0.0,80.0761232746439,73.80384514678495,80.72299180689153,82.08491964772512,71.17762408443737,0.0,0.0,0.0,0.0,0.0,0.0
69,69,0.0,79.70406604858579,73.3437664841157,80.95898866031366,82.56446736817692,71.22899149461088,0.0,0.0,0.0,0.0,0.0,0.0
70,70,0.0,79.32912083682126,72.8859532782818,81.18846629267077,83.04326384184938,71.27459631648027,0.0,0.0,0.0,0.0,0.0,0.0
71,71,0.0,78.95150251438106,72.43049327058988,81.41123413972703,83.52108176505102,71.31439892820941,0.0,0.0,0.0,0.0,0.0,0.0
72,72,0.0,78.57142155612307,71.97745208162472,81.62711029269627,83.99766257413509,71.34837978774992,0.0,0.0,0.0,0.0,0.0,0.0
73,73,0.0,78.18909784530393,71.52692094487062,81.8359067316171,84.47276372516825,71.37650481746797,0.0,0.0,0.0,0.0,0.0,0.0
