,time,142,164,1201,1246,187,1224,120,165,1202,143,1269,1247,188
0,0,87.86231974495965,70.35744219036789,85.83797321718676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,88.07342681593644,69.91980754255157,85.85530863373667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,88.27497655195936,69.4848292114222,85.86237880354483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,88.46675946963776,69.05255268062402,85.8591786535349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,88.64857067275602,68.62303665982984,85.8457272289087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,88.82021919618913,68.19632046752918,85.82202579380986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,88.9815195495432,67.77244600307378,85.78809968928135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,89.13229207234099,0.0,85.7439815276284,67.66505949335017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,89.2723723412684,0.0,85.68973616130236,68.02645889118573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,89.40159348181109,0.0,85.62541043032314,68.3885876855157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,89.5198227914417,0.0,85.55106650098276,68.75134279966406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,89.62691675564005,0.0,85.466789984885,69.11464454495389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,89.72276684621416,0.0,85.37267306107988,69.47838314328101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,89.80724507703218,0.0,85.26880603517105,69.84245605441235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,89.88026824766058,0.0,85.15530198198965,70.20676850690307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,89.94174330197194,0.0,85.0322798961176,70.57120008571194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
